title,address,available_from,price_per_month,surface_m2,bedrooms,link,status,available_from_date,available_from_note,is_available,is_new,is_active,date_scraped
Gustav Mahlerlaan 853,1082MK Amsterdam,,2560.0,90,2,https://ikwilhuren.nu/object/amsterdam-1082mk-853-gustav-mahlerlaan-ccfd29875379a18288f25e4126ebf546/,Verhuurd onder voorbehoud,,,False,False,True,2025-07-10 14:46:30.091865
Wichersstraat 90,1051ML Amsterdam,,2160.0,101,2,https://ikwilhuren.nu/object/amsterdam-1051ml-90-wichersstraat-022ebe4b450cbda3babeea15d36809b3/,Verhuurd onder voorbehoud,,,False,False,True,2025-07-10 14:46:30.091865
Molenwerf + PPL 157 6 G2,1014AG Amsterdam,"01-08-2025
                                    
Direct inschrijven via deze site",1725.0,77,1,https://ikwilhuren.nu/object/amsterdam-1014ag-6-g2-molenwerf-ppl-157-ae38b40237d012f926f3c62c74d2de7f/,Verhuurd onder voorbehoud,01-08-2025,Direct inschrijven via deze site,False,False,True,2025-07-10 14:46:30.091865
George Gershwinlaan 470,1082MT Amsterdam,,1875.0,71,2,https://ikwilhuren.nu/object/amsterdam-1082mt-470-george-gershwinlaan-b9ec1c210791b06cf2b214672f1b6618/,Verhuurd onder voorbehoud,,,False,False,True,2025-07-10 14:46:30.091865
George Gershwinlaan 424,1082MT Amsterdam,"01-12-2025
                                    
Direct inschrijven via deze site",1965.0,80,1,https://ikwilhuren.nu/object/amsterdam-1082mt-424-george-gershwinlaan-c7a63c049c65cfd44c7a303364eb7e19/,Verhuurd onder voorbehoud,01-12-2025,Direct inschrijven via deze site,False,False,True,2025-07-10 14:46:30.091865
Molenwerf + PPL 95 10 D3,1014BG Amsterdam,,1185.0,61,1,https://ikwilhuren.nu/object/amsterdam-1014bg-10-d3-molenwerf-ppl-95-c136bc1b7134ac7ddb82285605b7a9f6/,Verhuurd onder voorbehoud,,,False,False,True,2025-07-10 14:46:30.091865
Elzenhagensingel 387,1022LA Amsterdam,"01-08-2025
                                    
Direct inschrijven via deze site",1719.0,85,2,https://ikwilhuren.nu/object/amsterdam-1022la-387-elzenhagensingel-4a0e860cc31519a5e8e667f148845b8b/,Verhuurd onder voorbehoud,01-08-2025,Direct inschrijven via deze site,False,False,True,2025-07-10 14:46:30.091865
Olga De Haasstraat 491,1095PG Amsterdam,,1228.0,49,1,https://ikwilhuren.nu/object/amsterdam-1095pg-491-olga-de-haasstraat-6a03dd3f4a1e0b1bdc58e5c70110b18d/,Verhuurd onder voorbehoud,,,False,False,True,2025-07-10 14:46:30.091865
Vrouwengelukhof 157,1061BS Amsterdam,"01-08-2025
                                    
Direct inschrijven via deze site",1524.0,72,2,https://ikwilhuren.nu/object/amsterdam-1061bs-157-vrouwengelukhof-0e88c1d8cb8e532837cee7775ae6d57c/,Verhuurd onder voorbehoud,01-08-2025,Direct inschrijven via deze site,False,False,True,2025-07-10 14:46:30.091865
Carolina MacGillavrylaan 451,1098XA Amsterdam,"01-08-2025
                                    
Direct inschrijven via deze site",1418.0,77,2,https://ikwilhuren.nu/object/amsterdam-1098xa-451-carolina-macgillavrylaan-3c9e841e815a01b05e2bab9ed847160b/,Verhuurd onder voorbehoud,01-08-2025,Direct inschrijven via deze site,False,False,True,2025-07-10 14:46:30.091865
Koningin Wilhelminaplein 1104,1062KS Amsterdam,"01-08-2025
                                    
Direct inschrijven via deze site",1244.0,73,2,https://ikwilhuren.nu/object/amsterdam-1062ks-1104-koningin-wilhelminaplein-b00116c73bf0b96990fbe0d8acf204f9/,Verhuurd onder voorbehoud,01-08-2025,Direct inschrijven via deze site,False,False,True,2025-07-10 14:46:30.091865
Eengezinswoning Koningin Wilhelminaplein 416,1062KS Amsterdam,"01-08-2025
                                    
Direct inschrijven via deze site",1946.0,100,3,https://ikwilhuren.nu/object/amsterdam-1062ks-416-koningin-wilhelminaplein-3934d5b30351b247b08a3355bf733a6b/,Verhuurd onder voorbehoud,01-08-2025,Direct inschrijven via deze site,False,False,True,2025-07-10 14:46:30.091865
Molenwerf + PPL 114 10 B1,1014BG Amsterdam,"01-09-2025
                                    
Direct inschrijven via deze site",1725.0,88,2,https://ikwilhuren.nu/object/amsterdam-1014bg-10-b1-molenwerf-ppl-114-d687c1702ebd3b5db63a9fcb3aa4316f/,Verhuurd onder voorbehoud,01-09-2025,Direct inschrijven via deze site,False,False,True,2025-07-10 14:46:30.091865
Carolina MacGillavrylaan 467,1098XA Amsterdam,,1450.0,77,2,https://ikwilhuren.nu/object/amsterdam-1098xa-467-carolina-macgillavrylaan-2c989dc8b3fd2ed9d33de7639f8bcf35/,Verhuurd onder voorbehoud,,,False,False,True,2025-07-10 14:46:30.091865
Molenwerf + PPL 139 8 D4,1014AG Amsterdam,,1185.0,61,1,https://ikwilhuren.nu/object/amsterdam-1014ag-8-d4-molenwerf-ppl-139-3fe3cee01d1c9bec86042c3a419ed868/,Verhuurd onder voorbehoud,,,False,False,True,2025-07-10 14:46:30.091865
Staalmeesterslaan 103,1057NM Amsterdam,,1865.0,118,4,https://ikwilhuren.nu/object/amsterdam-1057nm-103-staalmeesterslaan-0402288de0098ea5316d840cb455aa5f/,Verhuurd onder voorbehoud,,,False,False,True,2025-07-10 14:46:30.091865
Stadionweg 253 2,1076NX Amsterdam,,2550.0,67,3,https://ikwilhuren.nu/object/amsterdam-1076nx-253-2-stadionweg-fd94dc0ef7c56c80bb6ea0272f93240f/,Verhuurd onder voorbehoud,,,False,False,True,2025-07-10 14:46:30.091865
Molenwerf + PPL 258 4 E2,1014AG Amsterdam,,1615.0,80,2,https://ikwilhuren.nu/object/amsterdam-1014ag-4-e2-molenwerf-ppl-258-85289f7d60a5e2b3e566d8ea499732bc/,Verhuurd onder voorbehoud,,,False,False,True,2025-07-10 14:46:30.091865
Plantage Muidergracht 97 F10,1018TN Amsterdam,"16-07-2025
                                    
Direct inschrijven via deze site",1840.0,80,2,https://ikwilhuren.nu/object/amsterdam-1018tn-97-f10-plantage-muidergracht-e6f9de79b54e5e19e160cdeec6a109f6/,Verhuurd onder voorbehoud,16-07-2025,Direct inschrijven via deze site,False,False,True,2025-07-10 14:46:30.091865
Postjesweg 167 K,1062JN Amsterdam,,1185.0,43,1,https://ikwilhuren.nu/object/amsterdam-1062jn-167-k-postjesweg-f78c04de48e2babdb09a0ff907bc86d4/,Verhuurd,,,False,False,True,2025-07-10 14:46:30.091865
Kinderdijkstraat 110 1,1079GS Amsterdam,,2497.0,63,3,https://ikwilhuren.nu/object/amsterdam-1079gs-110-1-kinderdijkstraat-dcd599aa62b76384a956b40ac9917e3a/,Verhuurd,,,False,False,True,2025-07-10 14:46:30.091865
